------+---------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File         Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
  386 |  1 SMBDEMO.S    163 | Code        | 00 |         |    4 | 00/0100 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
  387 |  1 SMBDEMO.S    164 | Code        | 00 |  2      |    3 | 00/0104 : 20 05 00    |                                 jsr       CheckError           
  388 |  1 SMBDEMO.S    165 | Empty       | 00 |         |    0 | 00/0107               |                                                                
  389 |  1 SMBDEMO.S    166 | Macro       | 00 |         |    0 | 00/0107               |                                 PushWord  {$0}                 
  394 |  1 SMBDEMO.S    166 | Code        | 00 |         |    2 | 00/0107 : A5 00       |                                 LDA       {$0}                 
  395 |  1 SMBDEMO.S    166 | Code        | 00 |         |    1 | 00/0109 : 48          |                                 PHA                            
  397 |  1 SMBDEMO.S    167 | Macro       | 00 |         |    0 | 00/010A               |                                 _DialogStartUp                       
  399 |  1 SMBDEMO.S    167 | Code        | 00 |         |    3 | 00/010A : A2 15 02    |                                 LDX       #$215                ; load tool call #
  400 |  1 SMBDEMO.S    167 | Code        | 00 |         |    4 | 00/010D : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
  401 |  1 SMBDEMO.S    168 | Code        | 00 |  2      |    3 | 00/0111 : 20 05 00    |                                 jsr       CheckError           
  402 |  1 SMBDEMO.S    169 | Empty       | 00 |         |    0 | 00/0114               |                                                                
  403 |  1 SMBDEMO.S    170 | Code        | 00 |         |    1 | 00/0114 : 68          |                                 pla                            
  404 |  1 SMBDEMO.S    171 | Code        | 00 |         |    1 | 00/0115 : 18          |                                 clc                            
  405 |  1 SMBDEMO.S    172 | Code        | 00 |         |    3 | 00/0116 : 69 00 01    |                                 adc       #$100                
  406 |  1 SMBDEMO.S    173 | Code        | 00 |         |    1 | 00/0119 : 48          |                                 pha                            
  407 |  1 SMBDEMO.S    174 | Code        | 00 |         |    1 | 00/011A : AA          |                                 tax                            
  408 |  1 SMBDEMO.S    175 | Macro       | 00 |         |    0 | 00/011B               |                                 PushWord  {$0}                 
  413 |  1 SMBDEMO.S    175 | Code        | 00 |         |    2 | 00/011B : A5 00       |                                 LDA       {$0}                 
  414 |  1 SMBDEMO.S    175 | Code        | 00 |         |    1 | 00/011D : 48          |                                 PHA                            
  416 |  1 SMBDEMO.S    176 | Code        | 00 |         |    1 | 00/011E : DA          |                                 phx                            
  417 |  1 SMBDEMO.S    177 | Macro       | 00 |         |    0 | 00/011F               |                                 _MenuStartUp                       
  419 |  1 SMBDEMO.S    177 | Code        | 00 |         |    3 | 00/011F : A2 0F 02    |                                 LDX       #$20F                ; load tool call #
  420 |  1 SMBDEMO.S    177 | Code        | 00 |         |    4 | 00/0122 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
  421 |  1 SMBDEMO.S    178 | Code        | 00 |  2      |    3 | 00/0126 : 20 05 00    |                                 jsr       CheckError           
  422 |  1 SMBDEMO.S    179 | Empty       | 00 |         |    0 | 00/0129               |                                                                
  423 |  1 SMBDEMO.S    180 | Macro       | 00 |         |    0 | 00/0129               |                                 _DeskStartUp                       
  425 |  1 SMBDEMO.S    180 | Code        | 00 |         |    3 | 00/0129 : A2 05 02    |                                 LDX       #$205                ; load tool call #
  426 |  1 SMBDEMO.S    180 | Code        | 00 |         |    4 | 00/012C : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
  427 |  1 SMBDEMO.S    181 | Code        | 00 |  2      |    3 | 00/0130 : 20 05 00    |                                 jsr       CheckError           
  428 |  1 SMBDEMO.S    182 | Empty       | 00 |         |    0 | 00/0133               |                                                                
  429 |  1 SMBDEMO.S    183 | Code        | 00 |         |    1 | 00/0133 : 68          |                                 pla                            
  430 |  1 SMBDEMO.S    184 | Code        | 00 |         |    1 | 00/0134 : 18          |                                 clc                            
  431 |  1 SMBDEMO.S    185 | Code        | 00 |         |    3 | 00/0135 : 69 00 01    |                                 adc       #$100                
  432 |  1 SMBDEMO.S    186 | Code        | 00 |         |    1 | 00/0138 : 48          |                                 pha                            
  433 |  1 SMBDEMO.S    187 | Macro       | 00 |         |    0 | 00/0139               |                                 _SoundStartUp                       
  435 |  1 SMBDEMO.S    187 | Code        | 00 |         |    3 | 00/0139 : A2 08 02    |                                 LDX       #$208                ; load tool call #
  436 |  1 SMBDEMO.S    187 | Code        | 00 |         |    4 | 00/013C : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
  437 |  1 SMBDEMO.S    188 | Code        | 00 |  2      |    3 | 00/0140 : 20 05 00    |                                 jsr       CheckError           
  438 |  1 SMBDEMO.S    189 | Empty       | 00 |         |    0 | 00/0143               |                                                                
  439 |  1 SMBDEMO.S    190 | Macro       | 00 |         |    0 | 00/0143               |                                 _TCPIPStartUp                       
  440 |  1 SMBDEMO.S    190 | Code        | 00 |         |    3 | 00/0143 : A2 36 02    |                                 LDX       #$0200+$36           
  441 |  1 SMBDEMO.S    190 | Code        | 00 |         |    4 | 00/0146 : 22 00 00 E1 |                                 JSL       $E10000              
  442 |  1 SMBDEMO.S    191 | Code        | 00 |  2      |    3 | 00/014A : 20 05 00    |                                 jsr       CheckError           
  443 |  1 SMBDEMO.S    192 | Empty       | 00 |         |    0 | 00/014D               |                                                                
  444 |  1 SMBDEMO.S    193 | Code        | 00 |         |    1 | 00/014D : 60          |                                 rts                            
  445 |  1 SMBDEMO.S    194 | Empty       | 00 |         |    0 | 00/014E               |                                                                
  446 |  1 SMBDEMO.S    195 | Comment     | 00 |         |    0 | 00/014E               | *
  447 |  1 SMBDEMO.S    196 | Comment     | 00 |         |    0 | 00/014E               | * ShutDownTools - shut em back down
  448 |  1 SMBDEMO.S    197 | Comment     | 00 |         |    0 | 00/014E               | *
  449 |  1 SMBDEMO.S    198 | Code        | 00 |  2      |    3 | 00/014E : AD 00 08    | ShutDownTools                   lda       ToolList             
  450 |  1 SMBDEMO.S    199 | Code        | 00 |         |    1 | 00/0151 : 0A          |                                 asl                            
  451 |  1 SMBDEMO.S    200 | Code        | 00 |         |    1 | 00/0152 : 0A          |                                 asl                            
  452 |  1 SMBDEMO.S    201 | Code        | 00 |         |    1 | 00/0153 : AA          |                                 tax                            
  453 |  1 SMBDEMO.S    202 | Code        | 00 |  2      |    3 | 00/0154 : BD FE 07    |                                 lda       ToolList-2,x         
  454 |  1 SMBDEMO.S    203 | Code        | 00 |         |    3 | 00/0157 : C9 02 00    |                                 cmp       #$2                  ; Memory Manager?
  455 |  1 SMBDEMO.S    204 | Code        | 00 |         |    2 | 00/015A : D0 10       |                                 bne       ShutDownOne          ; Nope, do it normally
  456 |  1 SMBDEMO.S    205 | Macro       | 00 |         |    0 | 00/015C               |                                 PushWord  {$0}                 
  461 |  1 SMBDEMO.S    205 | Code        | 00 |         |    2 | 00/015C : A5 00       |                                 LDA       {$0}                 
  462 |  1 SMBDEMO.S    205 | Code        | 00 |         |    1 | 00/015E : 48          |                                 PHA                            
